10000 200000
2 7858 8867
1 9942 9141
1 2730 497
1 893 7994
1 3436 9520
1 2105 8983
1 31 3331
1 3063 5973
1 1137 9610
2 6810 6918
2 3829 1187
1 3806 4437
2 4790 9436
2 4714 1841
1 730 8951
1 4479 6253
2 5480 4934
2 5847 5687
1 1734 9805
1 5085 5063
2 9414 1547
2 435 2738
1 2359 7462
1 5431 4247
1 9384 3505
2 4351 8811
1 3944 3841
1 6028 8032
2 560 2558
2 3736 7852
2 302 8853
1 3537 5130
2 6677 1553
2 7508 7189
1 8746 7608
2 9822 7460
1 2266 3968
2 1050 3926
2 9545 186
2 1015 5961
1 6213 6813
1 5877 8822
2 1813 4050
1 2532 4132
1 4966 4501
1 50 5077
1 9784 5892
2 8129 2718
2 8130 7805
1 302 1722
2 6174 2554
2 2567 1891
2 4532 3481
2 8183 9251
2 2741 8388
1 3128 8170
1 6485 234
1 8220 8390
2 7965 5868
1 2565 4516
2 3083 8201
2 6270 7508
2 3810 8296
1 6216 5337
1 5778 6486
1 5237 4424
1 4670 2341
1 6 8958
2 6631 100
1 8165 7779
2 4948 7247
1 5729 1386
1 7714 3343
1 7591 6625
1 4493 3800
2 2862 3680
2 6333 5041
1 9103 9827
2 3834 6941
2 9842 3697
1 1427 6421
1 7016 2236
2 1410 5676
2 500 5612
1 4049 9238
2 7558 1030
1 8632 3639
2 6997 8910
2 8963 8971
2 1046 4475
2 2426 5743
1 5916 1901
2 682 5686
1 1307 1316
2 4812 8351
2 3840 7288
2 3232 1701
1 7194 9339
2 9533 2891
2 7107 66
1 1794 7106
2 8745 544
1 5291 5322
2 1470 2076
2 6189 5673
2 3201 5737
2 5077 4258
1 3477 949
2 809 8271
1 9513 9797
2 1282 1993
1 9673 7833
1 130 702
1 2768 8837
2 6219 1996
2 8368 5096
2 7551 1534
2 5321 9810
1 6302 8787
2 6596 9598
1 5957 4162
1 6435 5004
1 7767 6642
1 299 6988
1 8565 5542
2 1208 541
2 5040 9700
2 8629 6015
2 1402 471
2 6243 2577
2 4309 8790
2 7450 7318
2 5087 7384
2 9961 8833
2 6123 9177
1 3728 7789
2 9560 2157
2 6761 9363
2 888 7035
2 5204 7760
2 3596 3450
2 1250 5145
1 3260 4039
1 9498 4903
2 9614 2711
2 1962 3805
1 5943 1875
1 685 6661
1 4333 9052
2 8865 384
1 617 5569
2 7293 5501
2 4222 1239
1 833 2108
1 1605 8321
1 5766 1474
1 6639 6650
1 6893 1997
2 9652 6756
2 9271 9877
2 4807 2124
2 538 3209
1 2102 707
1 8995 2904
1 3731 8745
2 4020 4725
2 8650 8629
1 7854 6554
2 9266 5084
2 5115 7111
2 2186 9611
1 7602 8854
2 439 5623
2 2036 4421
2 1030 7268
1 3075 7872
1 4173 4822
2 9088 6074
2 3984 7917
2 9066 7238
2 6627 6789
2 9118 1223
1 6007 4970
2 9882 963
2 9507 3196
1 8958 4273
1 610 3577
2 5486 1128
1 52 7684
2 1178 4609
1 679 988
1 9901 5406
2 2530 1655
1 7840 7756
2 6313 9722
1 3808 3380
1 6812 5068
2 541 1508
2 9074 6957
2 6512 2265
1 7126 2233
2 4527 1783
2 1329 2995
1 6372 7958
2 7687 8993
1 8061 1148
2 7098 7208
2 3981 4864
2 2318 3569
2 7408 7404
2 2508 489
2 2436 4251
2 5380 5386
2 2250 6244
1 5858 3939
1 1797 5025
1 3728 6243
1 2977 9271
2 191 4212
1 3047 830
2 8493 1927
2 5025 6264
1 6208 8396
1 3574 5035
1 7816 8418
1 6131 3352
1 6812 3115
1 947 1844
1 4832 1521
1 4302 3358
2 7921 41
2 2633 4778
1 1925 5835
1 99 5931
2 1248 9108
1 4538 8652
1 3019 9778
1 9596 6130
2 2590 2481
1 2111 3556
2 4992 3720
1 8930 6107
1 7999 8237
2 5968 4432
2 6193 1794
2 282 6326
2 1040 6475
2 8887 6345
2 9557 83
2 1144 3806
2 9980 1936
2 3893 437
1 871 504
2 9316 9708
2 1885 9637
2 9453 4347
1 1768 6312
1 9292 172
1 2686 2451
2 4340 292
1 2136 8210
1 1986 8069
2 7676 8123
1 9606 2878
2 5398 7704
2 2534 2271
1 2778 8501
2 7629 3902
1 4766 7756
2 2357 8523
1 8304 2620
2 9661 3429
2 3662 8840
2 6153 8456
1 2822 2324
1 1647 8771
2 9265 8420
2 3920 5490
2 1210 3469
2 9341 2870
1 9104 8640
1 5408 4210
1 9365 9987
1 4201 2692
2 3962 8639
1 3146 7701
1 8677 3988
1 584 316
2 8645 8671
1 2326 208
2 4952 8917
1 1855 8735
2 1780 9292
1 8626 5883
2 3942 999
2 8069 6586
1 1817 2715
1 5706 3625
2 7145 2332
1 919 9454
2 8320 4758
2 6904 9456
1 6118 2070
1 3325 7995
1 2773 813
2 6151 8641
2 9320 5030
1 6500 5387
1 9969 2817
1 7443 9446
1 4333 4788
2 5968 2939
1 6591 4132
1 1255 9968
2 7683 414
1 348 5456
2 3095 2982
2 165 8021
1 2939 9296
1 5490 8086
2 1569 9532
1 6139 3630
2 9040 1790
2 7058 6531
1 5905 3433
2 2853 228
2 1734 1258
2 6147 7565
1 9630 7712
1 2177 7169
1 1074 1159
2 6004 6813
2 3545 7827
2 5662 3148
1 7025 8346
1 7999 32
1 9271 2810
1 8039 324
2 7923 8084
2 1437 8040
1 8126 5156
1 9693 7149
2 3426 7719
2 3293 9406
2 9279 8125
2 497 4874
1 2483 7861
1 1458 7300
1 6141 1165
1 394 5360
2 6810 3097
2 9918 6006
2 5419 4427
1 6399 672
2 5847 3841
2 1543 1163
2 9178 3796
1 908 9172
1 9022 4459
2 2383 950
1 1913 926
1 835 3609
2 2747 1807
2 6436 6795
2 7399 4577
2 1937 2380
1 9762 6394
1 9312 940
1 2419 7396
2 7394 8428
1 3735 4123
2 9435 1912
1 3402 752
1 7664 6961
1 9512 9687
1 598 4645
2 1569 4707
1 1079 9977
1 4256 2762
2 8946 2759
2 8386 8774
2 5293 4230
2 5931 9321
1 3241 5714
1 550 2958
2 5656 2404
1 3116 5726
2 4177 1976
2 7082 2344
1 2591 8500
2 9520 8230
2 9274 5231
2 6516 9022
2 1768 1303
1 4857 2690
1 4498 7189
2 449 9764
1 1148 5039
1 8767 4073
2 2530 4176
1 8127 433
2 6697 4417
1 5044 3858
1 9010 1287
2 8721 9520
1 2084 4162
1 4125 4156
1 1597 2532
1 8999 3983
1 7279 3460
1 9396 1509
1 4459 8183
1 6513 7071
1 4894 7250
1 9936 9781
2 8113 8110
1 8245 6840
2 8115 2261
2 7505 7952
1 267 6587
2 6468 7574
2 8213 7292
1 1551 8279
1 9126 9406
2 3849 8139
1 6367 3788
1 3376 2426
2 6758 565
2 2964 441
2 1857 865
2 2369 809
1 2564 5440
2 7280 5166
2 3702 741
1 6182 3934
2 7241 5581
1 993 2470
1 4323 2466
2 2431 1045
1 8594 1868
1 7112 4280
1 4153 9060
1 7143 4804
1 4113 2962
2 607 845
1 9371 3340
2 5584 2350
1 7744 667
2 544 1333
1 1515 2072
1 4584 3110
1 1043 6914
1 607 7588
1 1651 6010
2 7967 4495
1 4115 4717
2 2679 2134
2 6945 9636
1 9027 3670
2 9602 1082
2 8225 4809
2 2840 4140
2 4365 5000
2 4527 5688
2 8823 5629
2 7842 609
1 755 8884
1 6121 6688
1 1532 5278
1 5931 6217
2 688 2359
2 1538 1186
1 197 5853
2 6363 279
2 8054 7036
1 5759 7201
2 4864 5202
2 5536 7225
2 3050 9651
1 3022 8287
1 3705 6667
1 5214 7288
1 46 3238
2 9443 9542
2 8423 4328
2 681 6012
1 5530 1496
1 5693 459
2 8076 8544
2 3615 3322
1 1325 7002
2 3180 3825
1 9471 1162
1 9087 4732
2 5874 616
1 7456 6506
2 7003 6365
2 568 6444
2 253 2081
2 2983 3435
1 2654 9057
1 5156 1828
2 8125 6551
1 4541 904
1 1769 9654
1 9794 3600
2 2689 3625
2 4806 1168
2 3142 7874
1 7978 4903
2 8791 8505
2 5310 3480
1 6373 5651
1 7088 5874
2 6048 5891
1 1445 4730
2 558 1556
2 4187 4538
1 4909 7777
2 2074 9775
2 2050 1693
2 5120 3417
2 1609 2617
2 8922 18
2 8693 6108
1 3811 688
1 1288 3693
1 6907 2322
1 7450 8712
2 8307 969
1 3693 6847
1 9361 5038
1 7072 1341
2 7288 8524
2 4394 8330
2 6352 3435
1 4514 5712
1 727 4290
2 2441 5613
2 9168 6389
2 4073 4810
1 6876 967
2 2805 2421
1 4898 7012
2 4786 1096
2 9594 829
1 2358 6874
2 3500 6604
2 1800 631
2 4095 8152
1 9099 4788
2 1419 8360
2 5246 6279
1 8854 8838
1 1556 732
2 6196 2881
1 7748 1185
2 7757 9668
1 2199 9395
2 5472 2629
1 961 5701
2 343 9688
1 4008 149
2 2755 5507
1 398 3989
2 2056 6168
2 8205 6924
1 401 1637
2 3219 1068
1 8565 9728
2 3677 2448
2 450 396
1 5416 9411
1 8321 6979
2 8436 5511
2 5050 7307
2 352 9244
2 8930 2844
2 2445 6779
2 2630 5383
1 9648 4811
1 9754 4803
1 3229 8581
1 3805 3512
1 4249 7945
2 4436 3913
2 7180 7402
2 5128 8811
1 2719 1212
2 2145 7327
1 8266 242
2 493 8171
2 5224 7033
2 3373 4307
2 1003 385
2 1450 4178
1 8871 8470
1 7438 4906
2 4739 6853
2 2709 9483
2 558 2789
2 6781 5978
2 2798 2531
1 2786 2763
2 9370 7512
2 6100 144
1 3830 3402
1 6219 8841
2 216 1413
1 6391 9414
2 5404 1264
2 1968 8468
1 7164 4976
2 791 7123
2 4295 8183
2 4789 8803
1 7836 9150
1 3652 1585
1 9816 8332
1 9588 6803
2 6097 8970
1 8720 3749
2 287 6875
2 244 2768
1 455 7752
1 8896 2127
2 2034 6733
1 9116 5043
2 2680 4953
1 8288 4138
2 2413 5491
1 3583 8456
1 6844 4379
2 1296 521
2 7354 3432
1 9101 3226
2 2057 3029
1 4663 1559
2 352 2529
1 604 1362
2 6033 4247
2 8857 1960
1 9105 5819
1 534 805
1 2887 923
1 2794 9946
2 3058 2478
2 8111 8027
1 7548 9365
1 4788 973
1 3989 3051
1 859 6971
2 3108 1879
1 6843 3580
1 227 2903
2 6450 8719
1 3749 6082
2 947 1305
1 7369 1428
1 8041 6127
1 693 5750
2 8461 6191
2 9480 9222
1 5237 6229
1 5890 8965
2 4039 9766
1 8791 711
1 5084 3797
2 7253 1762
1 1801 8352
1 8438 7463
2 9084 9084
1 1521 441
1 9849 6811
1 8775 7604
2 55 8987
1 4650 8801
2 7656 2876
2 9683 4679
1 6218 3331
2 9990 9085
1 6034 600
2 4711 4041
2 7321 8923
2 843 6805
2 5222 1629
1 260 2146
2 6706 3265
2 7109 5228
1 1634 5280
1 7006 9317
1 21 2311
2 4191 6168
2 577 3749
1 2864 3967
1 9744 5240
2 9776 6475
1 5255 5587
2 3473 9644
2 6781 4132
2 9678 457
1 9659 2793
1 1201 1213
2 9311 3993
1 1044 6400
1 6245 1180
2 7957 6104
1 5833 7732
2 1029 8173
1 6415 2131
1 9808 7454
2 2777 3943
1 2875 5738
2 8879 1810
2 3674 5604
1 2463 7578
2 45 2721
1 6337 6282
2 7064 3630
1 7379 2057
2 6777 5956
2 1088 8985
2 5757 8184
2 4361 9694
1 4352 4987
2 2800 443
1 3480 2037
2 2512 2162
2 4030 5694
1 6322 8864
1 993 4519
1 7723 5220
1 6579 2852
1 5803 5505
1 4267 3764
2 6479 8525
2 8726 4995
1 7431 6884
2 4638 9002
1 4984 9615
1 4607 7227
2 1359 8760
1 7252 3825
1 3089 5654
2 7822 8998
1 4997 6822
1 213 2121
2 6019 2477
1 3027 722
2 94 3907
2 5480 8571
1 2984 3231
2 8627 5308
2 8587 9179
1 416 3973
1 5954 7963
2 3364 4220
1 3553 717
2 6671 7832
1 6602 1002
2 7100 4568
2 8437 5728
1 206 886
2 8067 7391
1 9634 7704
1 7534 9254
2 6358 5418
1 509 1817
2 2409 5034
2 6317 2953
1 1856 2899
2 1709 9100
2 1247 1753
2 6644 6012
1 8 8852
2 4101 396
2 7566 3343
1 9882 1454
1 7945 1142
1 2340 2111
2 8583 5178
2 5067 7177
2 481 8245
1 9120 1399
2 4691 1622
2 8807 6233
1 4052 9827
2 9691 9033
1 677 4231
2 1169 5633
2 8307 9028
1 6046 1781
2 9449 8417
2 356 8369
2 3501 780
2 3813 3164
2 9335 3975
1 4913 1320
2 1895 8373
2 6800 5614
1 2061 7354
1 6700 8700
1 5595 5100
2 10000 9581
1 9502 4963
1 2327 204
1 3988 5674
1 912 2488
1 8478 5497
1 3359 9790
2 1474 7852
1 5061 606
1 1201 3234
1 7194 2974
1 8585 1103
2 6847 510
2 8031 5109
2 4072 9507
2 4604 9735
2 6715 145
2 2914 7989
1 1483 1458
1 2087 5558
2 850 4186
1 5552 3396
1 9333 6974
1 4065 5552
2 7845 4002
2 4954 5670
1 8287 6777
2 3434 5063
1 5159 3787
2 442 4063
2 3564 2946
1 4103 4475
2 7122 7416
1 1528 9387
2 5479 2928
2 7551 1194
2 6093 9177
2 881 3218
2 5791 98
2 1319 51
2 2487 47
2 4201 9875
1 5253 3687
1 2363 4722
2 5044 4003
1 63 2697
2 9809 641
1 7735 4764
2 9257 1919
1 1802 6127
2 2216 6221
2 4182 9269
1 5326 7127
2 5503 336
2 4879 8829
2 4923 4200
1 8523 2304
1 2081 7701
1 9191 4730
2 7449 6508
2 8256 3246
2 1706 4508
2 9542 954
2 2809 5277
2 2019 2910
1 5359 5582
2 596 5068
2 5972 3413
2 1647 1912
1 7059 6801
2 6618 9406
1 7786 1526
2 1106 8672
1 9256 5426
1 7480 2392
1 8837 3317
1 9943 1207
2 706 4018
2 9287 1929
2 5034 8132
1 6571 4737
2 313 950
2 7367 1153
2 9939 3108
1 2865 1953
1 5358 2206
2 7700 668
2 5190 1206
2 4160 558
2 7228 1102
2 2222 7080
2 2887 2478
1 7442 7783
2 161 4087
2 9139 2740
2 6567 9600
1 498 1515
2 981 69
1 2701 984
2 8275 7015
2 8023 1636
2 9084 9313
1 4140 5709
1 2929 5103
1 5007 7122
1 6047 7032
1 3679 1167
2 9519 39
1 4437 9696
2 2956 253
2 688 6800
2 5161 7226
2 933 3784
1 3057 1887
2 7647 7822
2 3023 9256
1 7393 2598
2 9065 5269
2 5723 9092
2 9013 9731
2 1809 1441
2 3981 5688
1 5313 3883
2 9654 1337
2 4524 7083
2 8254 9361
2 8843 4917
1 9008 766
1 491 4752
2 8098 9368
2 2377 9746
2 5923 7487
1 7337 5388
1 988 5061
2 9132 8050
2 8874 8847
1 973 2577
2 3171 452
2 4986 8150
1 8180 6038
2 4548 5041
2 6708 7096
1 4721 187
2 4764 3659
2 4441 1346
2 4383 5370
2 713 7845
1 4062 9658
2 9393 5530
2 8022 473
1 1392 5864
1 6065 2502
1 2796 9390
2 2287 8389
1 2979 4079
1 8031 2145
2 2769 4493
2 9836 8256
2 6363 4262
2 2485 5265
1 1425 3783
2 9520 2518
1 2050 3074
2 8606 400
2 8482 7126
1 3255 1025
1 5815 6331
2 122 3266
2 9464 9188
2 537 9156
2 3472 3341
2 2758 3451
1 2379 1764
1 1514 4354
2 5664 2006
2 4855 6112
2 5479 7295
1 6058 2976
2 2159 1044
2 3992 3958
1 2280 1116
2 1654 8636
2 3232 4401
1 283 3447
1 4502 5001
1 3794 8058
1 5797 6967
2 74 9235
1 8849 6561
2 6914 6522
1 2063 9414
1 8465 2123
2 3977 5827
2 4240 725
1 9106 8043
2 7743 3862
2 6583 7986
2 6509 7928
1 6088 1090
1 904 69
2 7411 303
2 1844 7199
1 6724 160
1 8038 7879
2 8954 5557
1 9746 7500
1 9980 3275
1 6453 9735
1 6142 5479
2 2591 9608
2 9672 434
1 8092 8730
1 2240 6091
1 2906 5618
2 781 9604
1 2233 9522
1 5410 2214
1 3661 6747
1 9696 5807
2 9491 4456
2 9560 547
1 5724 3043
1 5368 7341
2 5803 5404
1 4376 6198
2 715 7756
1 3357 8809
1 9582 529
1 8066 5063
1 6863 6383
2 9365 378
2 2290 1396
2 1285 7815
2 3463 3336
1 7906 7638
2 8739 4871
2 5733 5784
2 8119 3529
2 206 1170
1 1938 4810
2 283 99
2 9467 3740
2 7678 536
2 9855 2727
1 4689 9831
1 8334 8855
1 6863 401
2 9751 1669
2 5044 3865
1 3831 2724
1 2079 6747
1 8509 5003
1 5989 2748
1 5268 5224
2 3244 8802
1 2306 5028
2 2110 9010
2 4440 1198
1 5331 6115
2 475 5632
2 6259 7911
2 8271 7077
2 885 676
2 2566 4085
1 9872 8712
1 6898 355
1 2038 7282
2 5843 561
1 2475 5111
1 2598 6474
2 4473 7498
1 2976 9458
2 3015 164
1 3918 1596
2 3998 318
2 567 6339
1 3095 290
1 1334 6206
2 2765 549
1 8358 6556
1 3758 7633
2 5789 4618
2 1353 4037
2 3085 2627
2 5013 3290
2 7860 9445
1 1871 2751
1 8259 4932
1 3466 6041
1 1875 3021
1 2528 1408
1 3173 375
2 9961 3806
1 953 5523
1 4411 3543
1 4699 2974
1 2265 2009
2 7374 4544
2 1983 631
1 4908 1490
1 2896 199
2 7360 6621
1 4958 471
2 623 5264
2 3143 9347
2 4026 8730
2 5928 8063
2 7764 3901
1 6093 3782
2 4791 1025
2 8028 6719
2 6975 2222
1 697 8247
2 4724 5766
1 4944 7685
2 3993 3162
2 3862 4005
1 1634 8257
2 7844 3304
2 4806 2955
1 6339 1694
2 1919 1874
1 7652 9853
2 2763 588
1 3175 2656
2 2903 271
1 9861 7875
1 981 9217
2 2535 8146
1 874 7375
2 1818 5407
1 2790 8636
2 5 7617
1 5656 5110
1 885 8949
2 7269 6531
2 8656 2535
1 7632 604
2 8659 8301
2 149 3780
2 1092 8543
1 3709 8132
1 1402 1729
2 8847 2025
1 2695 2256
1 1953 7307
2 4762 4934
1 989 9939
2 7124 1347
2 5950 4208
2 175 1510
1 7058 4824
1 6483 269
2 7920 4708
2 1218 7477
2 3429 7623
1 7314 3626
1 8237 2721
1 2209 1012
2 8614 407
2 2566 6427
1 9431 5920
2 9225 8532
2 6337 5413
1 9529 1489
1 9626 9315
1 5238 4341
1 5728 4267
1 9419 3567
1 6605 8244
1 3080 1751
1 5866 3012
2 9825 9684
2 1874 7735
2 4923 6776
1 9902 1857
2 2653 8614
2 954 3019
1 9405 2103
2 8788 8605
2 6108 6101
2 4624 3975
2 9557 6382
1 8431 9115
1 3963 8280
2 6467 1408
2 6064 2118
1 7985 2273
1 4846 2542
2 7222 8249
1 9134 61
1 6055 2093
2 1766 8371
2 1872 6578
1 5690 328
2 7460 4051
2 7947 2072
1 7912 4013
2 2768 6855
1 2422 6253
1 9353 4138
1 9650 5746
1 623 9734
2 8552 4201
1 8307 6968
2 7583 2374
1 8448 2504
1 4035 4170
2 9919 5079
2 7365 704
2 1460 6183
1 7467 1802
1 8313 3522
1 5684 5226
1 718 595
2 7127 4673
1 2441 7198
1 3068 2511
2 1590 5542
1 2733 3136
1 9370 626
1 233 8338
1 9572 9139
1 4636 771
2 1649 3118
2 587 7959
2 5733 9788
1 6558 3183
1 3727 40
2 6627 3840
1 1131 9094
1 5528 6824
1 7019 9971
1 7275 1122
2 395 8533
1 8998 7358
1 7910 3473
2 796 9173
2 2749 4322
1 3420 9505
2 2189 6086
1 540 9671
1 3228 8323
1 368 3351
1 2777 8688
1 2315 8355
1 4458 4235
2 373 8556
2 5276 6555
1 611 1552
2 9401 168
1 7026 5621
1 8331 7523
2 1703 1768
2 3533 6195
1 7570 1828
2 5925 2310
1 4304 3638
1 7257 7953
1 5836 1846
2 1153 1117
1 9359 5432
1 1205 2513
2 3068 3922
2 8456 5872
1 6626 2727
2 7422 4306
1 32 2625
1 3811 1849
1 8971 7175
2 9515 8290
2 4266 2059
2 6001 3928
2 2159 1498
1 8143 7902
2 9047 2987
2 673 4448
1 9893 4897
2 7860 9333
2 9401 8163
1 4850 3227
2 3047 2407
2 1062 4215
2 8005 1045
2 590 3914
1 6979 7864
2 7529 2977
2 5241 8836
2 3586 1331
1 7306 6283
1 4283 5245
1 1046 3097
1 4422 6374
2 9415 9979
2 4361 6966
2 1527 1292
1 6374 1161
2 5516 813
1 2907 3650
2 7423 1425
2 9774 8764
1 2654 4736
1 1724 7863
2 3182 8596
1 8319 3964
2 5422 5725
2 4600 5076
2 7821 1739
1 7053 5257
2 2182 9481
2 8680 3122
1 7914 6183
1 3327 2896
1 61 2239
2 2252 8769
2 7608 9602
2 9228 100
1 2817 7538
2 7720 3562
1 7337 4502
2 1958 4919
1 8557 2678
2 9859 9672
1 6968 1523
1 2951 508
2 393 8881
2 9684 7775
2 9156 7517
1 8106 5698
2 2723 8553
1 2139 4274
2 5248 8304
1 4406 7358
1 2594 8941
1 4650 8628
2 3344 6235
1 4017 4861
2 3588 8741
2 4333 2653
2 5271 4013
1 3763 881
2 6595 3194
1 8862 4871
2 2776 56
1 7349 2420
2 4029 9530
2 912 3277
2 5626 1749
1 9159 9667
1 5101 9354
2 3016 5893
1 7220 524
2 3386 7282
1 9083 1244
1 5148 1970
1 9586 8124
2 1205 6527
2 1274 4035
2 6717 4705
1 9142 3590
1 2934 4880
2 1591 7973
1 1188 1741
2 8434 1203
2 2678 6294
2 4977 1299
2 5389 7444
1 8828 7693
2 9481 8003
1 2226 9637
1 698 5757
1 8508 4302
2 9171 2120
2 1444 352
1 4653 8546
1 9461 320
2 9574 3146
1 8392 323
2 6566 8479
2 5140 7329
1 2402 5499
1 5783 2646
1 4030 8387
1 5867 65
2 4427 8703
2 1982 8308
2 759 2077
2 2075 154
1 7951 190
2 8770 5237
2 6122 163
1 7233 7777
1 2688 2269
1 2836 2491
1 5808 9185
1 8554 4570
1 6793 865
2 3136 2603
2 791 6500
2 2102 8155
2 8730 5112
1 5723 8131
1 5488 9525
2 5062 9761
1 2464 6903
1 7434 719
2 9424 930
1 4941 5812
1 2931 2360
1 1747 3174
2 4447 7626
1 3295 5034
2 4405 7768
1 4064 254
1 896 2177
2 9370 3586
2 1167 2684
2 6004 3468
2 852 9228
1 3222 5478
1 963 8897
2 974 1855
2 7816 5232
1 2377 2866
2 2323 4296
2 5628 5795
1 7022 1565
1 8103 8053
2 4540 1265
1 2159 7622
1 6992 3484
1 719 3332
1 2302 6187
2 4650 1726
2 4707 4327
2 8479 8789
2 3059 1649
1 5549 4005
1 5339 8638
1 6394 9494
1 6581 6629
1 6770 1701
2 9968 6307
1 6784 9150
1 2915 944
2 1355 7498
2 3341 1554
2 9574 303
2 8698 4779
1 8759 1370
1 4112 5165
1 6062 5959
2 3946 8853
2 6027 5477
1 3229 8432
2 802 7557
1 7235 6054
2 9561 8599
1 8536 8364
1 816 1411
1 4690 8190
1 9385 4630
2 4174 6720
1 1895 1786
2 724 9694
1 4771 915
1 1093 9548
1 404 8605
2 577 8975
1 8178 5264
2 7958 4457
2 8786 7021
1 6540 9610
1 2055 4016
1 4699 2797
1 5473 6370
1 7027 9598
2 5979 8275
2 112 9270
1 7736 8704
2 6229 3952
1 3828 61
1 8312 1837
1 2363 3159
1 5875 155
1 7505 7782
2 240 7861
2 7400 251
2 4915 9750
1 8435 8298
1 9622 4003
1 5630 9135
2 9581 8767
2 509 2617
2 468 9181
2 4723 9368
2 4358 9267
2 5437 4710
1 4528 5813
2 866 9816
1 3764 7585
1 5879 1052
1 9674 3151
2 5619 847
2 3212 4325
2 4889 9137
2 489 6802
2 688 2405
1 7233 9317
2 8740 2987
1 2963 4328
2 2704 5520
1 2030 2607
2 5056 1955
1 7866 7904
2 752 1241
1 175 4262
2 51 2561
2 8052 575
2 9207 140
2 6448 5627
2 4353 3720
2 8944 1615
2 3327 3617
2 7161 9690
2 5934 131
2 7534 233
1 4780 940
2 212 3804
1 3558 1292
1 1673 534
2 8412 567
1 9397 7095
2 9822 7638
1 5582 1120
1 6429 9353
1 2565 8669
2 2023 5798
2 7101 5138
2 2495 3288
1 6974 6742
1 466 685
1 1567 640
1 9047 129
1 4859 6771
2 2023 8614
2 1366 6648
1 1690 9475
2 2812 8215
1 704 9764
2 691 3126
2 201 3258
1 328 7599
2 7470 2474
2 825 8139
2 1595 5717
2 815 6139
1 9260 6696
2 6613 7454
2 9550 5074
2 8893 9721
1 5037 4671
2 3669 5835
1 1811 8648
2 3615 8774
2 6202 4702
1 4829 9983
2 2191 6415
1 2676 9294
2 2592 8769
1 6216 5535
1 6282 1806
2 8494 4405
1 4737 5891
2 5170 7918
1 854 7664
2 1829 6329
1 8520 3313
1 619 9135
2 8474 3956
2 3358 7051
2 7113 6628
2 9476 5391
2 7190 1616
2 5692 7445
2 7708 7822
1 3168 5769
2 1771 6151
1 6479 2289
2 2135 1229
1 6998 5811
2 2356 8940
1 9054 6380
1 986 1418
2 4708 6144
1 6376 9481
1 6694 2101
1 9238 5840
1 508 8586
2 7259 7572
1 35 3214
1 1849 1082
2 8400 8747
2 5478 9618
1 4421 4464
1 8625 4531
1 395 8452
1 7798 9607
1 6341 2818
2 6413 7052
1 6865 6085
1 8962 8113
1 7357 9960
1 8651 1988
2 5289 8612
1 5665 514
1 1460 5350
1 1287 5560
1 6243 2396
1 498 5083
2 3292 2361
2 3348 149
2 5090 3232
1 4671 3639
2 4956 3361
1 111 4149
2 5204 9174
2 9925 3041
2 9438 369
1 1671 5870
1 5252 1973
1 9786 7082
1 846 2354
1 4827 3018
2 9251 1989
2 2544 6136
2 893 8506
2 7244 4264
1 3838 8479
1 1661 8904
1 5279 612
2 8121 7846
1 6072 840
2 9946 5196
2 5651 7176
1 7828 5005
2 3944 3814
2 6007 8040
1 8729 3426
1 8694 4541
2 3366 8403
2 9805 9240
1 8894 1097
2 6283 3386
2 1051 8775
1 595 8621
2 1150 3519
2 914 9861
1 6704 4669
1 5586 5600
2 7026 8088
2 9345 5208
1 7775 2312
1 2871 2402
1 5120 597
1 1059 8487
1 1847 8067
1 6058 1621
1 2053 8515
1 4080 9360
1 9504 9728
1 6325 3536
1 225 1169
2 1453 8870
2 2231 4166
2 8301 4152
2 1292 4002
2 8528 6659
1 1418 4837
1 2274 7104
1 5127 4918
1 4484 441
2 7712 1807
1 8827 8354
1 9194 7387
2 957 692
2 8081 469
1 2694 236
1 2429 7494
2 4959 5202
1 747 1050
1 1216 1612
2 6080 8082
1 9552 8212
1 6142 1733
2 3650 6626
2 7313 6200
1 2726 555
2 5405 3953
1 1010 8663
2 6328 6151
2 8651 8851
1 291 395
2 2749 6067
2 730 4539
1 7213 7615
2 5630 9638
2 6638 1658
2 1715 8371
1 4373 647
2 4544 1664
1 2968 2263
1 228 2572
2 6243 4300
2 7427 2052
2 5244 1898
2 2033 3655
2 2517 8159
1 3806 9549
2 65 4820
2 4106 5473
2 4233 7967
1 3826 9680
2 6240 7192
1 9272 8521
2 2243 1759
2 5892 661
1 7488 6221
2 5656 5633
1 2988 4010
2 3728 131
2 1139 2291
1 6228 804
1 1431 7394
2 8894 8351
2 9145 1914
2 744 9252
2 8729 3628
1 6829 6652
1 3894 6590
1 1015 5768
2 936 9743
1 617 129
2 5161 3056
1 9683 9934
1 8175 1603
1 6922 7749
2 7104 1806
2 8248 3098
1 4807 9792
1 2791 9532
2 6047 7580
2 3377 7873
1 8230 27
1 5508 377
2 5826 4244
2 5078 1591
1 4145 6950
2 7435 3902
2 7148 430
1 4302 4164
1 3633 1873
2 3865 6474
2 9646 266
2 1070 2872
1 5582 561
1 4633 8174
1 2716 8895
1 5341 9663
1 6932 8485
2 1029 5296
1 886 8583
2 5465 1228
1 9343 5610
1 4937 8093
1 3524 8666
2 1509 7398
1 202 9903
2 2156 1760
2 1830 2433
1 5323 8654
2 4494 308
1 2505 2406
1 4139 8485
1 2391 4392
1 5540 6616
1 1426 5981
2 6596 5381
2 4425 9730
1 1880 9538
1 637 4759
2 9286 5377
1 7702 5598
2 7854 7895
1 2883 7917
